Loại nhà,Vị trí,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số phòng tắm,Trình trạng pháp lý,Nội thất,Giá,Address,Giá dự đoán
1,6,31.0,6.2,6.0,Tây - Bắc,Tây - Bắc,3,4,3,Have certificate,Full,6.8,"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",6.539340659340661
3,8,78.0,5.0,6.0,Tây - Bắc,Tây - Bắc,2,2,3,Have certificate,Full,5.0,"Đường Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",5.151758241758242
2,23,61.0,4.2,6.0,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Full,6.1,"Đường Số 10, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",6.734141156462591
1,8,35.0,3.5,4.0,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,2.48,"Đường Hiệp Thành 26, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",2.417402930402929
3,8,67.0,4.0,5.0,Bắc,Bắc,1,1,1,Have certificate,Basic,3.75,"Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",3.9935164835164843
2,18,60.0,7.0,5.0,Đông,Đông,5,4,4,Have certificate,Full,9.1,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Hồ Chí Minh",8.558681318681316
3,8,66.0,4.0,6.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Basic,4.15,"Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",3.8602014652014653
2,8,60.0,5.0,5.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,3.85,"Đường Thạnh Lộc 37, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",3.9327472527472547
2,19,54.0,4.0,3.0,Tây - Nam,Tây - Nam,4,3,4,Have certificate,Full,6.35,"Đường Đỗ Thúc Tịnh, Phường 12, Quận Gò Vấp, Hồ Chí Minh",5.90252747252748
1,10,14.0,3.5,15.0,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,4.6,"Đường Nguyễn Phúc Nguyên, Phường 10, Quận 3, Hồ Chí Minh",3.2529670329670317
1,19,32.0,4.0,3.0,Nam,Nam,3,3,3,Have certificate,Full,5.75,"Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, Hồ Chí Minh",5.4570329670329665
0,3,113.0,5.0,6.0,Đông - Bắc,Đông - Bắc,2,4,2,Have certificate,Full,5.9,"Đường Nguyễn Ảnh Thủ, Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh",5.418681318681314
3,23,99.8,5.0,7.0,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Full,7.8,"Đường Linh Đông, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.761208791208787
2,21,63.0,4.2,5.0,Đông - Nam,Đông - Nam,4,5,7,Have certificate,Full,8.2,"Đường Trần Thánh Tông, Phường 15, Quận Tân Bình, Hồ Chí Minh",7.444615384615389
3,3,74.0,8.0,6.0,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,4.8,"Đường 8, Xã Tân Thới Nhì, Huyện Hóc Môn, Hồ Chí Minh",3.8943956043956067
0,0,189.0,9.0,14.0,Đông,Đông,2,3,2,Have certificate,Basic,10.0,"Dự án Vĩnh Lộc A, Đường Hương lộ  80, Xã Vĩnh Lộc A, Huyện Bình Chánh, Hồ Chí Minh",7.824835164835165
0,15,151.0,7.5,12.0,Đông - Nam,Đông - Nam,2,2,3,Have certificate,Basic,5.2,"Green River quận 8, 2225, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",7.226813186813194
3,20,85.4,4.9,5.0,Đông - Nam,Đông - Nam,3,6,7,Have certificate,Basic,9.4,"Đường Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, Hồ Chí Minh",9.438241758241746
1,19,36.0,6.0,5.0,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Full,5.85,"Đường Số 14, Phường 8, Quận Gò Vấp, Hồ Chí Minh",5.558681318681321
2,4,52.0,5.0,7.0,Tây - Bắc,Tây - Bắc,4,4,3,Have certificate,Full,6.5,"Hẻm 2177, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",6.163076923076922
2,17,40.0,4.0,5.0,Bắc,Bắc,2,2,2,Have certificate,Full,3.6,"6/27, Đường 14A, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",2.986974097331239
2,19,55.0,4.0,6.0,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Basic,6.3,"Đường Quang Trung, Phường 14, Quận Gò Vấp, Hồ Chí Minh",6.504175824175826
2,8,50.1,4.02,20.0,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Basic,7.0,"Đường Song Hành, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",5.697371794871794
2,8,51.0,5.2,6.0,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,Full,5.2,"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",4.727472527472525
2,18,47.1,4.3,2.0,Tây,Đông,2,3,2,Have certificate,Basic,5.4,"Hẻm 602/97, Đường Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Hồ Chí Minh",4.986530612244896
2,14,47.95,4.0,4.0,Nam,Nam,5,5,5,Have certificate,Full,7.7,"791, Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",6.713186813186813
2,8,60.0,4.0,3.0,Tây - Bắc,Tây - Bắc,1,1,1,Have certificate,Full,2.85,"Đường Thạnh Xuân 43, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",1.7470329670329687
2,8,57.0,5.0,7.0,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Basic,3.8,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",3.9287362637362655
2,8,56.0,4.0,3.0,Đông,Tây,2,2,2,Have certificate,Full,4.2,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",4.0981868131868096
2,18,52.0,5.0,12.0,Đông - Nam,Đông - Nam,2,3,3,Have certificate,Full,7.9,"31/35/15, Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Hồ Chí Minh",7.059010989010984
0,14,102.0,6.0,5.0,Đông - Bắc,Đông - Bắc,1,2,2,Have certificate,Basic,6.8,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",6.597032967032969
3,8,64.0,4.0,4.0,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Full,3.86,"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",4.150989010989019
2,8,48.0,3.0,3.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,3.3,"Đường Tân Thới Nhất 6, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",3.510730769230773
2,23,60.0,6.0,2.0,Nam,Nam,2,2,2,Have certificate,Basic,3.6,"Đường Số 10, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",3.767087912087913
1,13,32.0,3.2,12.0,Bắc,Bắc,2,2,2,Have certificate,Basic,8.6,"Đường Lê Quang Sung, Phường 2, Quận 6, Hồ Chí Minh",7.854761904761916
3,16,75.0,5.0,12.0,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Full,8.0,"Dự án River Park, Đường Liên Phường, Phường Phước Long B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",8.708592059649755
2,17,63.0,5.2,6.0,Đông,Đông,2,3,2,Have certificate,Full,2.9,"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh",3.642967032967031
3,8,67.0,5.0,3.5,Tây,Tây,2,4,2,Have certificate,Basic,4.0,"Đường Trần Thị Cờ, Phường Thới An, Quận 12, Hồ Chí Minh",3.99813186813187
3,8,74.0,4.0,10.0,Bắc,Tây - Bắc,3,4,4,Have certificate,Full,6.05,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",6.073736263736265
0,0,100.0,5.0,12.0,Tây - Bắc,Tây - Bắc,4,4,5,Have certificate,Full,10.0,"Dự án 6B Intresco, Đường Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh",8.704322344322344
2,4,60.0,5.0,5.0,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,6.4,"Đường Đào Tông Nguyên, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",5.84461538461538
3,23,83.0,4.0,6.0,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,4.3,"Đường Ngô Chí Quốc, Phường Bình Chiểu, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",5.253076923076927
1,10,30.0,3.7,6.0,Tây - Nam,Tây - Nam,2,1,2,Have certificate,Full,5.6,"11A, Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",3.7460439560439567
3,17,74.0,8.0,8.0,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,Full,6.3,"Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",6.244184981684987
3,19,68.0,5.3,8.0,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Basic,7.6,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh",7.572619047619057
1,17,35.0,4.0,4.0,Đông,Đông,1,2,2,Have certificate,Full,2.0,"Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",2.036935897435899
3,17,80.0,4.0,12.0,Bắc,Bắc,5,5,7,Have certificate,Full,8.7,"Số 1E, Đường Miếu Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",8.353956043956051
0,8,141.0,9.0,3.5,Đông - Bắc,Đông - Bắc,1,4,3,Have certificate,Basic,6.3,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",9.939230769230758
1,18,18.3,4.9,3.0,Nam,Nam,2,1,2,Have certificate,Basic,2.89,"Đường Tăng Bạt Hổ, Phường 11, Quận Bình Thạnh, Hồ Chí Minh",2.6218681318681294
3,16,82.7,5.0,12.0,Đông - Bắc,Đông - Bắc,3,4,5,Have certificate,Basic,8.6,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",8.811648351648362
3,0,75.0,5.0,8.0,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,2.25,"Đường 1, Xã Huyện Bình Chánh, Huyện Bình Chánh, Hồ Chí Minh",3.337252747252746
1,5,28.0,4.6,2.0,Tây - Nam,Tây - Bắc,3,2,3,Have certificate,Basic,6.5,"Hẻm 124, Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",6.1242857142857146
2,8,40.0,4.0,6.0,Đông - Nam,Đông - Nam,2,2,1,Have certificate,Full,2.45,"Đường Nguyễn Ảnh Thủ, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",3.0720531135531126
1,13,30.4,3.5,12.0,Nam,Nam,3,5,3,Have certificate,Full,6.2,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Hồ Chí Minh",5.615604395604391
3,14,77.0,4.06,6.0,Đông,Đông,3,3,4,Have certificate,Full,10.0,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh.",8.958892813535671
3,16,75.0,5.0,20.0,Tây - Bắc,Tây - Bắc,2,4,4,Have certificate,Basic,8.3,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",5.347142857142855
3,14,90.0,5.0,6.0,Đông - Bắc,Tây - Nam,4,4,5,Have certificate,Full,8.29,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",8.140109890109887
0,22,124.5,9.0,30.0,Nam,Nam,2,4,3,Have certificate,Basic,7.5,"Dự án Carillon 7, Quận Tân Phú, Hồ Chí Minh",12.056703296703297
0,16,108.0,6.0,12.0,Bắc,Bắc,3,5,4,Have certificate,Full,9.6,"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",9.981098901098907
2,15,48.0,3.5,5.0,Đông - Bắc,Đông - Bắc,2,4,3,Have certificate,Full,4.8,"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",4.638076923076923
3,4,83.6,5.0,6.0,Tây - Nam,Tây - Nam,4,4,5,Have certificate,Full,8.6,"2581, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",8.62318681318682
1,18,28.0,3.8,3.0,Tây - Nam,Tây - Nam,4,4,3,Have certificate,Full,4.25,"Đường Trần Bình Trọng, Phường 5, Quận Bình Thạnh, Hồ Chí Minh",3.3192307692307694
3,19,66.0,4.0,4.0,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,6.15,"Đường Quang Trung, Phường 12, Quận Gò Vấp, Hồ Chí Minh",5.484652014652011
3,9,71.0,45.0,6.0,Nam,Nam,5,4,4,Have certificate,Basic,6.3,"Đường Số 15, Phường Bình Trưng Đông, Quận 2 (TP. Thủ Đức), Hồ Chí Minh",7.087802197802194
1,17,36.0,5.0,5.0,Tây,Tây,3,3,3,Have certificate,Basic,2.35,"Đường Lê Đình Cẩn, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",2.8724175824175817
3,22,70.0,4.2,6.0,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,7.35,"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",7.2653846153846215
3,4,80.0,7.0,7.0,Tây - Nam,Tây - Nam,4,4,5,Have certificate,Full,6.5,"Đường Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Hồ Chí Minh",7.555010227867367
2,19,48.0,5.0,5.0,Tây,Tây,4,5,4,Have certificate,Basic,5.5,"405/, Đường Thống Nhất, Phường 11, Quận Gò Vấp, Hồ Chí Minh",5.902417582417582
1,17,35.0,4.0,4.0,Tây,Tây,2,2,2,Have certificate,Full,2.0,"Đường Nguyễn Văn Cự, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",2.0961904761904764
1,19,36.0,8.3,5.0,Tây,Tây,3,3,3,Have certificate,Full,5.99,"Đường Lê Đức Thọ, Phường 6, Quận Gò Vấp, Hồ Chí Minh",5.528901098901102
2,23,50.0,3.47,5.0,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Basic,3.16,"78C/16, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",5.381377289377293
2,19,56.0,6.0,7.0,Tây,Bắc,4,4,5,Have certificate,Full,8.95,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",8.14351648351649
0,14,108.0,7.0,3.0,Đông - Bắc,Đông - Bắc,1,2,2,Have certificate,Full,5.5,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",6.492857142857145
2,14,50.0,4.1,5.0,Đông - Nam,Đông - Nam,5,4,5,Have certificate,Full,6.6,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",6.457967032967039
2,8,40.0,4.0,7.0,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,3.68,"Đường Thới An 09, Phường Thới An, Quận 12, Hồ Chí Minh",3.0720531135531126
1,18,26.4,3.3,4.0,Đông,Đông,3,2,2,Have certificate,Full,4.3,"Hẻm 148, Nguyễn Lâm, Phường 3, Quận Bình Thạnh, Hồ Chí Minh",4.04917582417583
3,23,91.3,6.0,6.0,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,9.0,"Đường 17, Phường Linh Chiểu, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.935054945054946
2,4,52.8,3.5,3.5,Đông,Đông,2,3,3,Have certificate,Full,3.79,"1716, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",3.819340659340663
3,14,75.5,3.6,5.0,Nam,Nam,5,5,7,Have certificate,Full,8.8,"Đường Huỳnh Tấn Phát, Phường Quận Tân Phú, Quận 7, Hồ Chí Minh",8.325384615384609
2,19,60.0,4.0,5.5,Đông,Đông,3,4,4,Have certificate,Basic,7.2,"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Hồ Chí Minh",7.301758241758243
2,22,42.9,3.3,5.0,Nam,Nam,2,2,2,Have certificate,Full,3.65,"Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",3.61208791208791
3,15,95.0,10.0,10.0,Đông - Bắc,Đông - Bắc,3,4,5,Have certificate,Basic,8.25,"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",7.817142857142856
3,4,70.0,5.0,3.0,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Basic,4.45,"Hẻm 2506, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",4.591538461538456
2,15,60.75,3.7,20.0,Tây - Bắc,Tây - Bắc,2,2,1,Sale contract,Full,2.55,"Dream Home Palace, 1436, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh",3.128571428571432
1,6,20.8,2.6,3.0,Nam,Nam,3,2,3,Have certificate,Full,3.3,"Hẻm 160/, Đường Nguyễn Chí Thanh, Phường 3, Quận 10, Hồ Chí Minh",3.7341758241758294
0,22,102.0,4.2,12.0,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Basic,9.3,"Đường D10, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",11.11901098901097
2,19,58.0,4.0,6.0,Tây - Bắc,Tây - Bắc,4,4,6,Have certificate,Full,7.49,"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Hồ Chí Minh",7.432857142857149
3,0,75.0,5.0,4.0,Bắc,Bắc,1,2,1,Sale contract,Basic,1.41,"Đường Ngô Miễn Thiệu, Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh",2.226813186813184
2,18,49.0,3.3,3.0,Đông - Nam,Đông - Nam,2,2,3,Have certificate,Full,5.0,"Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Hồ Chí Minh",4.357252747252746
2,17,60.0,4.0,8.0,Tây,Tây,5,5,6,Have certificate,Full,6.1,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",6.5126936159078985
2,22,54.0,3.8,4.0,Tây,Tây,2,2,2,Have certificate,Full,5.65,"76/10/24 Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",5.628901098901093
1,19,23.0,3.74,4.0,Tây - Bắc,Tây - Bắc,2,2,1,Have certificate,Full,2.3,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh",2.792307692307694
3,16,90.0,7.5,20.0,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Full,8.5,"Dự án Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",8.373406593406596
1,7,21.0,5.0,8.0,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Basic,3.8,"Đường Lê Đại Hành, Phường 11, Quận 11, Hồ Chí Minh",3.2404395604395635
3,17,80.0,51.0,3.0,Tây,Tây,2,3,2,Have certificate,Full,4.58,"Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",7.461098901098908
1,6,29.0,3.0,4.0,Đông - Nam,Đông - Nam,5,5,4,Have certificate,Full,6.2,"Đường Lý Thái Tổ, Phường 10, Quận 10, Hồ Chí Minh",5.7198901098901045
3,13,64.4,3.5,5.0,Bắc,Bắc,2,3,2,Have certificate,Basic,8.6,"Đường Mai Xuân Thưởng, Phường 6, Quận 6, Hồ Chí Minh",7.5618681318681364
3,14,64.0,5.0,6.0,Tây - Bắc,Tây,3,4,5,Have certificate,Full,7.5,"44/41, Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",7.910512820512821
1,5,22.0,3.0,3.0,Đông - Bắc,Đông - Bắc,2,2,3,Have certificate,Basic,4.5,"Đường Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Hồ Chí Minh",3.9814285714285726
1,18,32.0,3.11,5.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Basic,3.8,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Hồ Chí Minh",4.095035321821036
1,6,32.0,5.0,4.0,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,5.18,"Đường Lý Thái Tổ, Phường 10, Quận 10, Hồ Chí Minh",5.307692307692311
2,17,60.0,4.0,8.0,Tây,Tây,5,5,6,Have certificate,Full,6.0,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",6.5126936159078985
2,14,41.2,6.0,3.0,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Full,6.35,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",5.189450549450555
2,8,53.4,6.0,7.0,Nam,Nam,4,4,4,Have certificate,Full,4.69,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",4.891565934065933
2,4,50.0,4.0,6.0,Đông - Bắc,Đông - Bắc,3,4,5,Have certificate,Full,5.5,"Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",5.531538461538462
1,22,37.0,4.1,2.0,Nam,Nam,2,2,2,Have certificate,Full,3.6,"Đường Phú Thọ Hòa, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",3.189450549450549
3,7,83.2,4.4,6.0,Tây - Bắc,Tây - Bắc,5,9,9,Have certificate,Full,9.9,"Đường Lê Đại Hành, Phường 13, Quận 11, Hồ Chí Minh",10.986923076923066
3,19,78.2,4.6,4.0,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,5.65,"Đường Quang Trung, Phường 11, Quận Gò Vấp, Hồ Chí Minh",5.851923076923072
2,23,63.0,4.0,5.0,Đông - Bắc,Đông - Bắc,3,2,2,Have certificate,Full,6.2,"Đường 3, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",5.127142857142851
2,15,40.4,4.0,4.0,Đông - Nam,Đông - Nam,3,2,3,Have certificate,Full,6.2,"Đường  Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",4.518974358974355
2,3,48.0,4.0,10.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,3.95,"Đường Nguyễn Thị Ngâu, Xã Thới Tam Thôn, Huyện Hóc Môn, Hồ Chí Minh",3.1234065934065915
3,23,64.0,4.0,6.0,Tây - Nam,Tây - Nam,3,4,4,Have certificate,Full,7.6,"Đường 8, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",6.974652014652023
0,8,110.0,7.0,7.0,Nam,Nam,1,4,4,Have certificate,Full,5.45,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",7.898461538461542
2,8,47.6,4.0,7.0,Tây - Nam,Tây - Nam,3,4,4,Have certificate,Full,4.49,"2/, Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",4.896901098901094
2,22,56.0,4.0,5.0,Tây,Tây,4,5,4,Have certificate,Full,6.5,"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",6.68153846153846
1,22,16.0,4.0,2.2,Đông,Đông,2,2,2,Have certificate,Full,2.4,"Đường Độc Lập, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",2.6262637362637378
2,23,51.0,4.6,7.0,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Basic,6.7,"Đường Đinh Thị Thi, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",6.168813186813186
3,15,64.0,4.0,16.0,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Full,10.0,"783A, Đường Cao Lỗ, Phường 14, Quận 8, Hồ Chí Minh",8.836818419675565
0,16,100.0,20.0,12.0,Bắc,Bắc,3,4,5,Have certificate,Basic,6.5,"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",8.199670329670328
1,5,30.0,5.0,3.0,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Full,6.1,"Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",6.17417582417583
3,8,80.0,5.0,8.0,Đông - Nam,Đông - Nam,3,3,4,Have certificate,Full,8.8,"Đường Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",7.590991627420196
2,17,58.0,4.0,7.0,Nam,Nam,5,5,6,Have certificate,Full,6.8,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",6.218103087388804
2,19,59.0,4.0,6.0,Tây,Tây,3,5,5,Have certificate,Basic,7.3,"148//, Đường Số 59, Phường 14, Quận Gò Vấp, Hồ Chí Minh",7.237912087912085
2,23,40.2,4.0,4.0,Tây - Bắc,Tây - Bắc,3,3,2,Have certificate,Full,4.5,"Đường Số 5, Phường Linh Trung, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",3.430659340659339
3,4,76.0,4.0,10.0,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,7.5,"Dự án Sài Gòn Mới, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",7.591800104657248
3,9,83.0,5.0,3.0,Nam,Nam,2,5,5,Have certificate,Basic,6.9,"Thạnh Mỹ Lợi, Số 68, Đường Thạnh Mỹ Lợi, Phường  Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), Hồ Chí Minh",6.780879120879115
2,18,50.0,4.0,5.0,Tây - Bắc,Tây - Bắc,4,5,6,Have certificate,Full,9.3,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Hồ Chí Minh",8.930989010988998
2,3,52.0,4.0,5.0,Nam,Nam,2,2,2,Have certificate,Basic,1.68,"Đường Song Hành, Xã Tân Hiệp, Huyện Hóc Môn, Hồ Chí Minh",1.895824175824178
1,10,29.0,4.6,4.0,Tây,Tây,1,2,2,Have certificate,Basic,3.5,"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",1.4631868131868133
3,19,75.0,4.0,6.0,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Full,6.5,"Đường Lê Văn Thọ, Phường 16, Quận Gò Vấp, Hồ Chí Minh",6.060172684458399
