Loại nhà,Vị trí,Diện tích,Số phòng ngủ,Số tầng,Giá
Chung cư,Quận 8,237,2,4,7472828597
Nhà hẻm,Gò Vấp,189,8,1,3968957127
Nhà hẻm,Quận 1,178,4,3,6731448482
Biệt thự,Quận 8,97,8,1,1868208902
Nhà hẻm,Bình Thạnh,198,6,3,8065988301
Biệt thự,Quận 5,128,6,2,4873362450
Biệt thự,Củ Chi,179,7,4,6801370280
Nhà mặt tiền,Bình Chánh,249,5,3,7554874203
Chung cư,Quận 7,160,3,2,3850652602
Chung cư,Nhà Bè,215,2,3,4827948328
Nhà hẻm,Bình Thạnh,234,3,3,8528681500
Chung cư,Nhà Bè,116,7,3,2799270844
Biệt thự,Củ Chi,109,8,4,3159197503
Nhà hẻm,Bình Chánh,229,4,4,6719679040
Chung cư,Quận 9,129,8,2,3574211117
Biệt thự,Bình Thạnh,217,3,4,10537302519
Nhà hẻm,Quận 2,210,3,4,6949484040
Nhà hẻm,Tân Bình,247,6,4,10401164217
Chung cư,Quận 6,102,8,2,2632182591
Chung cư,Phú Nhuận,64,4,1,844073988
Nhà mặt tiền,Quận 8,146,3,1,2482505530
Nhà hẻm,Nhà Bè,190,5,2,4290686543
Nhà hẻm,Cần Giờ,242,3,4,6671650477
Nhà hẻm,Quận 5,186,3,2,5431096548
Nhà mặt tiền,Cần Giờ,136,2,1,1502463177
Nhà hẻm,Gò Vấp,158,6,2,4574833587
Nhà mặt tiền,Quận 3,153,7,4,7883449646
Chung cư,Quận 3,214,6,1,5678238957
Biệt thự,Thủ Đức,126,2,4,3610895726
Chung cư,Gò Vấp,211,8,4,8579669238
Nhà mặt tiền,Quận 9,163,2,4,4333428882
Biệt thự,Quận 9,213,8,4,11150077994
Nhà mặt tiền,Tân Phú,120,7,1,2256643577
Chung cư,Bình Chánh,186,3,3,4310494616
Nhà mặt tiền,Quận 6,64,2,3,1005852823
Nhà hẻm,Quận 3,241,3,1,5467473314
Nhà hẻm,Quận 2,162,5,4,5494953435
Chung cư,Quận 10,116,2,2,2526965536
Chung cư,Quận 11,182,5,4,9081401290
Chung cư,Quận 6,198,5,4,7303087729
Biệt thự,Tân Bình,89,4,1,1427294970
Biệt thự,Quận 4,158,7,4,7588041086
Nhà hẻm,Cần Giờ,147,5,4,3770682847
Chung cư,Củ Chi,160,5,4,4408168182
Chung cư,Quận 6,153,2,1,2178319185
Nhà mặt tiền,Quận 3,61,4,4,1594341706
Nhà hẻm,Quận 6,214,8,4,8822283612
Chung cư,Bình Tân,113,7,4,3803179078
Nhà mặt tiền,Quận 1,242,5,1,7173687271
Nhà mặt tiền,Cần Giờ,152,8,4,4875160237
Chung cư,Quận 7,128,8,1,2420056347
Biệt thự,Quận 7,61,8,4,1638784724
Nhà mặt tiền,Quận 4,124,6,2,3266681241
Chung cư,Phú Nhuận,226,8,1,7524440264
Nhà mặt tiền,Quận 10,178,6,4,9543802699
Nhà hẻm,Quận 2,154,8,4,5375531330
Nhà mặt tiền,Phú Nhuận,190,3,2,6157161350
Nhà hẻm,Quận 8,137,8,2,3740154029
Nhà mặt tiền,Quận 1,198,8,4,11735176509
Chung cư,Quận 11,212,5,2,7836774127
Biệt thự,Gò Vấp,182,7,3,8559024386
Biệt thự,Quận 4,135,3,4,4721982703
Nhà hẻm,Quận 1,193,7,4,9643765367
Biệt thự,Bình Thạnh,166,5,4,9784307658
Nhà mặt tiền,Nhà Bè,231,2,3,5320191754
Biệt thự,Quận 6,103,6,4,3688950944
Biệt thự,Quận 7,224,5,4,9619709848
Chung cư,Bình Chánh,124,7,1,1766304996
Nhà mặt tiền,Gò Vấp,128,7,3,4317393821
Nhà hẻm,Quận 6,189,2,4,5137868503
Nhà mặt tiền,Quận 1,230,8,4,13672950681
Chung cư,Quận 10,107,8,4,4889220791
Nhà hẻm,Bình Thạnh,244,3,1,5088464632
Chung cư,Bình Chánh,200,2,1,2430541919
Chung cư,Quận 9,207,7,3,7881400240
Nhà hẻm,Quận 6,214,6,2,7082697419
Nhà hẻm,Quận 9,220,7,3,8271185728
Chung cư,Bình Thạnh,179,2,4,6337484601
Nhà mặt tiền,Cần Giờ,122,7,3,3483885874
Nhà mặt tiền,Quận 11,203,3,3,8589330368
Nhà mặt tiền,Tân Bình,168,7,3,6829951286
Nhà hẻm,Bình Chánh,176,3,4,4116076055
Chung cư,Quận 1,201,8,4,11641715569
Nhà mặt tiền,Tân Bình,133,2,2,2689359481
Chung cư,Quận 7,128,8,3,4201852323
Biệt thự,Quận 7,192,6,4,8912616418
Biệt thự,Nhà Bè,191,7,2,5930706017
Chung cư,Bình Chánh,155,8,1,2542939740
Nhà mặt tiền,Hóc Môn,215,8,1,4207816802
Chung cư,Quận 12,192,3,4,6138784292
Nhà hẻm,Quận 8,148,6,3,4819356442
Chung cư,Quận 12,129,3,4,3367515651
Biệt thự,Tân Phú,134,8,1,3008567448
Biệt thự,Quận 12,226,4,4,9469119823
Nhà mặt tiền,Củ Chi,73,8,4,1594784130
Nhà mặt tiền,Quận 3,247,5,2,10425038303
Nhà hẻm,Quận 11,208,6,4,10549490394
Chung cư,Quận 4,115,8,2,3153314442
Nhà mặt tiền,Quận 11,208,4,3,9651247816
Nhà hẻm,Hóc Môn,58,5,4,853812611
Nhà mặt tiền,Quận 4,125,7,2,3530573653
Chung cư,Tân Phú,164,5,1,3153728229
Biệt thự,Bình Chánh,162,8,3,5083844835
Chung cư,Quận 12,200,2,4,5619664527
Biệt thự,Cần Giờ,147,6,3,4278815752
Chung cư,Quận 2,250,3,1,4697548367
Biệt thự,Quận 3,190,4,4,10148501927
Chung cư,Quận 8,114,4,4,3324310432
Nhà hẻm,Quận 12,244,3,2,6725194441
Chung cư,Quận 7,52,4,1,503744177
Nhà mặt tiền,Quận 11,67,6,2,1649261712
Chung cư,Hóc Môn,195,3,3,4665628940
Chung cư,Quận 9,89,3,2,1605336340
Nhà mặt tiền,Quận 8,75,4,3,1715448345
Nhà hẻm,Quận 12,204,7,1,4658931526
Nhà hẻm,Thủ Đức,226,8,2,7749829824
Chung cư,Thủ Đức,55,5,2,848466322
Nhà mặt tiền,Bình Thạnh,113,6,4,4840358405
Biệt thự,Quận 1,137,3,1,3174256404
Nhà hẻm,Quận 4,121,8,3,4027819879
Nhà hẻm,Củ Chi,239,4,4,6734088668
Biệt thự,Quận 3,245,6,4,15113845144
Nhà hẻm,Quận 4,154,2,3,3451845678
Nhà hẻm,Quận 12,99,4,4,2612187124
Nhà hẻm,Phú Nhuận,63,3,1,734835678
Nhà hẻm,Tân Bình,183,4,4,5978316410
Nhà mặt tiền,Gò Vấp,74,6,2,1561082017
Nhà hẻm,Gò Vấp,139,3,1,2059187263
Biệt thự,Củ Chi,174,3,4,5079089942
Nhà mặt tiền,Quận 11,168,6,4,8189985516
Biệt thự,Tân Bình,191,4,2,6240335527
Biệt thự,Quận 10,167,6,2,7732257549
Biệt thự,Thủ Đức,145,5,2,4357981945
Chung cư,Quận 9,66,7,3,1629142200
Chung cư,Cần Giờ,126,7,2,2682388753
Nhà hẻm,Quận 9,157,4,4,5176672520
Nhà mặt tiền,Cần Giờ,117,4,2,2219896203
Nhà mặt tiền,Quận 5,205,6,4,10120827109
Nhà mặt tiền,Hóc Môn,219,8,1,4546120766
Nhà mặt tiền,Thủ Đức,247,5,3,10693128043
Chung cư,Củ Chi,104,2,1,959555736
Biệt thự,Quận 10,194,8,1,6325826348
Biệt thự,Quận 3,245,4,4,13864874152
Nhà hẻm,Bình Tân,231,3,3,6617746271
Nhà mặt tiền,Gò Vấp,167,6,1,3446568083
Nhà mặt tiền,Quận 2,103,2,3,2170471891
Chung cư,Quận 1,83,8,3,2846180961
Chung cư,Quận 2,216,4,3,7801235838
Chung cư,Quận 12,109,2,2,1939027061
Chung cư,Thủ Đức,61,2,1,519866151
Nhà mặt tiền,Quận 1,220,6,3,11780991199
Chung cư,Gò Vấp,143,5,3,4310347815
Chung cư,Quận 8,154,3,3,4139171169
Nhà hẻm,Củ Chi,225,3,1,3198848097
Biệt thự,Phú Nhuận,107,7,3,4754624164
Chung cư,Thủ Đức,104,2,1,1201906787
Nhà hẻm,Nhà Bè,212,8,3,5949656219
Chung cư,Quận 3,70,4,3,1789881476
Biệt thự,Gò Vấp,245,4,4,10001597468
Chung cư,Phú Nhuận,63,5,2,1345206005
Chung cư,Quận 5,205,2,3,6979733662
Nhà hẻm,Cần Giờ,128,3,1,1365002074
Biệt thự,Quận 7,85,8,1,1514582135
Nhà hẻm,Quận 1,67,4,1,934778715
Biệt thự,Quận 5,93,4,1,1922425690
Chung cư,Bình Tân,74,7,2,1466213748
Chung cư,Quận 9,204,4,3,7396559359
Nhà mặt tiền,Quận 7,67,7,3,1652147143
Biệt thự,Quận 11,211,4,3,10050823486
Biệt thự,Phú Nhuận,147,5,2,5194613080
Chung cư,Tân Bình,76,5,4,1965129522
Chung cư,Quận 7,135,6,4,4515916428
Biệt thự,Quận 7,54,4,2,865691081
Nhà hẻm,Quận 10,78,4,1,1165894901
Nhà hẻm,Quận 12,250,3,3,8092703282
Nhà hẻm,Quận 12,112,5,2,2670312986
Nhà mặt tiền,Thủ Đức,183,3,1,3432621433
Chung cư,Tân Phú,171,7,4,6656314720
Biệt thự,Quận 5,74,5,4,2403883633
Biệt thự,Nhà Bè,179,4,2,4333690739
Nhà hẻm,Gò Vấp,117,3,3,2757891853
Nhà mặt tiền,Quận 7,98,8,3,2945004383
Biệt thự,Củ Chi,63,4,2,921417978
Nhà mặt tiền,Quận 7,221,7,4,9921728207
Nhà mặt tiền,Bình Thạnh,239,8,2,12561330402
Nhà mặt tiền,Củ Chi,166,7,1,2955487131
Chung cư,Củ Chi,220,7,2,5890117588
Biệt thự,Củ Chi,225,7,1,4618856754
Biệt thự,Củ Chi,119,4,1,1678383570
Biệt thự,Quận 1,199,8,1,6776686157
Nhà mặt tiền,Hóc Môn,116,5,3,2862301392
Chung cư,Quận 7,162,6,3,5610316051
Nhà hẻm,Bình Tân,238,3,3,7015274824
Nhà hẻm,Thủ Đức,208,3,2,5217832251
Nhà mặt tiền,Quận 10,87,3,1,1384471412
Nhà hẻm,Quận 2,96,6,2,2139772423
Nhà mặt tiền,Củ Chi,169,6,1,2792433004
Chung cư,Quận 2,83,4,1,1051588480
Nhà mặt tiền,Quận 6,223,4,4,9100503816
Biệt thự,Tân Phú,189,6,4,9220620934
Nhà hẻm,Nhà Bè,136,3,4,2814816372
Chung cư,Hóc Môn,83,4,3,1333318007
Nhà hẻm,Quận 11,102,5,2,2795905613
Nhà mặt tiền,Quận 3,153,8,1,3965349204
Nhà mặt tiền,Cần Giờ,61,2,1,421262619
Biệt thự,Phú Nhuận,63,6,4,1969157449
Chung cư,Tân Phú,201,4,2,5761417057
Nhà hẻm,Quận 10,154,3,2,4056624554
Chung cư,Cần Giờ,127,5,2,2376974402
Biệt thự,Thủ Đức,143,5,2,4356197907
Nhà hẻm,Tân Bình,127,7,1,2303654051
Biệt thự,Quận 4,206,7,4,10061220175
Chung cư,Bình Tân,61,4,1,674534704
Nhà hẻm,Quận 8,120,5,3,3446026684
Biệt thự,Gò Vấp,212,5,1,5253233770
Nhà hẻm,Hóc Môn,66,3,3,833627370
Biệt thự,Quận 7,234,7,4,12451645135
Nhà hẻm,Tân Bình,58,7,4,1272372259
Chung cư,Quận 6,112,3,2,2219512793
Chung cư,Tân Phú,247,4,4,9175732758
Nhà mặt tiền,Gò Vấp,205,8,2,7111759005
Biệt thự,Quận 4,50,2,1,429000000
Biệt thự,Quận 9,83,7,3,2688377886
Biệt thự,Nhà Bè,96,6,3,2347297518
Nhà mặt tiền,Thủ Đức,144,7,3,5173278810
Chung cư,Quận 4,169,8,2,5499546496
Nhà mặt tiền,Quận 11,62,2,4,1331544191
Nhà hẻm,Nhà Bè,247,4,2,5535243263
Chung cư,Quận 12,75,8,3,1693856323
Nhà mặt tiền,Nhà Bè,147,3,4,3645386770
Biệt thự,Tân Phú,156,2,3,4382246433
Chung cư,Quận 1,249,6,4,12099157354
Nhà mặt tiền,Thủ Đức,246,7,4,12113112253
Biệt thự,Bình Tân,74,6,4,2433875674
Nhà hẻm,Quận 6,59,8,2,968604970
Nhà mặt tiền,Quận 3,169,6,2,6728166262
Chung cư,Quận 5,111,3,3,3352442961
Chung cư,Thủ Đức,121,6,3,3778173825
Biệt thự,Quận 11,118,5,4,5116495950
Nhà hẻm,Hóc Môn,116,3,3,2161559071
Biệt thự,Hóc Môn,135,3,2,2676510757
Chung cư,Quận 1,204,6,3,9744328688
Biệt thự,Gò Vấp,170,7,4,8495973239
Nhà mặt tiền,Quận 5,92,2,1,1286933724
Biệt thự,Nhà Bè,144,7,4,4328299412
Biệt thự,Tân Phú,125,2,1,1798219659
Nhà hẻm,Quận 7,171,8,3,6656081773
Biệt thự,Quận 3,229,5,2,10388802689
Biệt thự,Cần Giờ,61,8,3,1224686094
Nhà hẻm,Nhà Bè,141,7,1,1922508089
Nhà mặt tiền,Quận 5,155,6,3,6972663544
Nhà mặt tiền,Quận 4,63,8,2,1298221109
Nhà mặt tiền,Nhà Bè,230,6,2,6528829360
Chung cư,Quận 9,92,7,2,2013523141
Biệt thự,Quận 5,185,5,1,5573034168
Biệt thự,Quận 8,189,7,2,7314563698
Chung cư,Phú Nhuận,206,4,2,7692927660
Chung cư,Quận 3,149,5,2,4922127917
Nhà hẻm,Quận 11,109,7,1,2318706542
Nhà hẻm,Quận 10,182,4,3,6964099066
Nhà mặt tiền,Nhà Bè,228,8,4,9058972257
Biệt thự,Quận 5,182,5,4,9521983904
Nhà mặt tiền,Cần Giờ,126,4,1,1573833654
Nhà mặt tiền,Củ Chi,53,5,2,661184171
Chung cư,Quận 1,103,4,2,2568690723
Nhà mặt tiền,Phú Nhuận,135,7,3,5961827743
Nhà mặt tiền,Quận 7,127,5,3,4115324087
Chung cư,Quận 1,180,3,1,3754373643
Biệt thự,Quận 5,79,6,2,2385467141
Nhà hẻm,Quận 3,236,4,1,5445034384
Chung cư,Gò Vấp,179,4,1,3288957746
Biệt thự,Quận 7,83,4,4,2234617770
Nhà mặt tiền,Nhà Bè,73,3,3,1057468033
Nhà mặt tiền,Quận 6,88,7,2,2174110471
Nhà mặt tiền,Quận 1,244,8,1,8470349694
Biệt thự,Tân Phú,160,2,3,4445678463
Nhà hẻm,Quận 9,184,8,3,6340897750
Nhà mặt tiền,Thủ Đức,243,7,2,8848878523
Nhà mặt tiền,Bình Thạnh,163,8,4,8093968688
Biệt thự,Tân Bình,153,4,2,4809366850
Biệt thự,Cần Giờ,248,5,1,5036320959
Nhà hẻm,Tân Bình,184,7,2,5476822730
Chung cư,Quận 3,224,8,1,6631348397
Chung cư,Tân Phú,185,8,3,7245243686
Nhà hẻm,Thủ Đức,170,3,2,3837064281
Biệt thự,Bình Chánh,104,3,1,1212779458
Chung cư,Quận 11,250,8,1,8489922395
Nhà mặt tiền,Nhà Bè,234,5,1,4069591484
Nhà mặt tiền,Bình Chánh,153,5,4,4218484642
Nhà hẻm,Bình Thạnh,133,6,4,5177258770
Nhà mặt tiền,Quận 6,69,3,4,1514915952
Nhà mặt tiền,Quận 3,169,5,1,4472432583
Chung cư,Tân Bình,132,6,4,4760572939
Nhà hẻm,Thủ Đức,211,4,4,7464205111
Biệt thự,Quận 11,188,7,2,8521089973
Nhà mặt tiền,Củ Chi,95,6,2,1693995225
Nhà mặt tiền,Quận 9,169,3,2,4299486878
Biệt thự,Quận 6,210,5,2,7252085315
Nhà mặt tiền,Quận 4,144,4,2,3749089014
Biệt thự,Quận 1,127,4,2,4236131180
Chung cư,Bình Tân,242,5,3,9451372231
Biệt thự,Nhà Bè,214,7,1,4657543243
Biệt thự,Bình Chánh,124,4,3,3160448850
Biệt thự,Quận 6,75,3,1,976302368
Chung cư,Cần Giờ,92,7,4,2071012497
Biệt thự,Củ Chi,195,2,4,5076058013
Biệt thự,Phú Nhuận,74,8,1,1470955526
Chung cư,Quận 3,214,7,2,8356070067
Chung cư,Bình Thạnh,147,7,3,5749133953
Nhà hẻm,Quận 11,143,5,2,4263667965
Nhà mặt tiền,Tân Phú,109,4,2,2543740308
Biệt thự,Quận 2,168,8,3,7925237649
Nhà hẻm,Quận 4,220,5,3,8036798294
Nhà hẻm,Quận 1,111,3,1,1819014063
Biệt thự,Gò Vấp,50,5,4,1092467504
Chung cư,Quận 1,119,7,1,2677262621
Nhà hẻm,Hóc Môn,104,8,2,2102507268
Nhà hẻm,Quận 1,242,6,2,10051697088
Biệt thự,Phú Nhuận,114,5,2,4251554624
Chung cư,Quận 4,68,4,1,773389975
Nhà hẻm,Quận 7,196,8,2,6312212523
Nhà hẻm,Quận 8,249,8,3,11171532763
Chung cư,Bình Thạnh,166,3,4,6746953649
Chung cư,Quận 1,107,3,4,3235842351
Biệt thự,Quận 10,60,7,3,1900887333
Chung cư,Gò Vấp,235,3,4,8867319964
Chung cư,Bình Tân,250,5,1,5655536383
Nhà hẻm,Bình Thạnh,217,8,4,11070343069
Nhà hẻm,Tân Bình,94,7,2,2032087599
Chung cư,Bình Tân,186,7,1,3881699413
Nhà hẻm,Tân Bình,181,2,2,3708193743
Nhà hẻm,Quận 9,232,2,1,3563351776
Chung cư,Bình Thạnh,249,7,4,14150116455
Biệt thự,Quận 12,199,3,2,6030925024
Nhà hẻm,Quận 2,69,2,3,1045604734
Nhà mặt tiền,Hóc Môn,213,7,2,6243471431
Chung cư,Tân Bình,90,8,3,2522357246
Biệt thự,Nhà Bè,82,5,3,1740933844
Biệt thự,Tân Bình,234,8,2,10291624777
Biệt thự,Quận 10,82,7,3,3083312327
Chung cư,Tân Bình,51,5,2,712697138
Chung cư,Quận 7,158,6,4,6213483788
Chung cư,Gò Vấp,76,5,4,1946399100
Biệt thự,Quận 2,83,3,2,1693497103
Chung cư,Quận 2,246,3,2,6555277022
Biệt thự,Quận 7,117,7,4,5043619723
Nhà mặt tiền,Quận 7,51,2,4,765811488
Chung cư,Bình Thạnh,173,2,1,3034173899
Nhà mặt tiền,Quận 4,132,5,4,4499550200
Biệt thự,Nhà Bè,152,7,3,4412592391
Biệt thự,Quận 7,209,2,3,6759379361
Biệt thự,Tân Phú,104,6,2,2886243907
Nhà mặt tiền,Bình Tân,100,7,4,3105000177
Nhà mặt tiền,Quận 7,212,5,4,8667970644
Chung cư,Hóc Môn,109,6,3,2258181033
Nhà hẻm,Bình Tân,140,4,2,3203491273
Nhà mặt tiền,Quận 10,117,6,3,4334521950
Biệt thự,Quận 5,208,5,2,8854521610
Nhà mặt tiền,Quận 7,102,2,2,1727465219
Nhà hẻm,Cần Giờ,220,5,1,3473199550
Biệt thự,Tân Bình,60,5,3,1274257672
Nhà mặt tiền,Cần Giờ,138,2,3,2417018925
Nhà hẻm,Bình Tân,51,8,4,1053920280
Biệt thự,Quận 12,125,3,3,3628941097
Biệt thự,Bình Thạnh,70,3,1,1085466567
Chung cư,Thủ Đức,59,2,1,495811816
Nhà hẻm,Tân Phú,240,7,4,10872437584
Nhà hẻm,Quận 8,195,6,2,5555469723
Nhà hẻm,Quận 8,87,8,4,2327368804
Nhà mặt tiền,Quận 12,168,7,4,7384697112
Nhà mặt tiền,Quận 5,147,8,4,7112262834
Biệt thự,Bình Thạnh,183,7,3,9419961782
Biệt thự,Quận 5,77,8,1,1695807614
Chung cư,Bình Chánh,247,6,4,7924817948
Nhà mặt tiền,Quận 10,98,4,1,1820464469
Biệt thự,Bình Tân,188,4,2,5965207845
Biệt thự,Quận 10,120,3,4,5036978895
Nhà mặt tiền,Tân Bình,248,3,1,4848975106
Biệt thự,Hóc Môn,101,5,4,2840066630
Chung cư,Quận 2,119,7,1,2318755823
Nhà mặt tiền,Quận 4,184,3,2,4528971002
Nhà hẻm,Tân Phú,166,4,3,4823854512
Nhà mặt tiền,Cần Giờ,106,3,3,2024302932
Chung cư,Tân Bình,72,2,1,686492739
Biệt thự,Quận 10,84,2,2,1760015159
Nhà hẻm,Bình Tân,175,5,1,3247125695
Nhà hẻm,Quận 1,241,3,1,5131895906
Chung cư,Tân Bình,240,7,3,9691869252
Nhà mặt tiền,Củ Chi,170,8,1,3139517718
Chung cư,Nhà Bè,104,3,4,2187748122
Chung cư,Phú Nhuận,111,4,2,3031837468
Nhà hẻm,Bình Chánh,158,8,1,2370047871
Nhà mặt tiền,Phú Nhuận,169,8,2,7150241256
Biệt thự,Quận 7,133,8,2,4404912894
Nhà mặt tiền,Tân Bình,127,5,2,3599915766
Nhà hẻm,Quận 8,63,6,3,1243882834
Nhà hẻm,Cần Giờ,212,2,3,4116961097
Chung cư,Tân Phú,56,3,1,524450598
Nhà hẻm,Cần Giờ,157,6,3,4054047291
Nhà hẻm,Quận 12,182,5,4,6398237142
Nhà hẻm,Quận 7,77,6,1,982637188
Chung cư,Quận 2,198,2,3,5411035130
Nhà mặt tiền,Củ Chi,142,3,4,3620833211
Nhà mặt tiền,Cần Giờ,125,6,3,3089597803
Biệt thự,Cần Giờ,196,2,2,3827514149
Nhà hẻm,Quận 10,184,4,4,7258512989
Biệt thự,Quận 12,201,8,2,7996278331
Nhà hẻm,Bình Tân,231,7,2,7441028077
Chung cư,Quận 2,71,8,1,957928415
Nhà mặt tiền,Quận 8,170,7,4,6892141432
Biệt thự,Phú Nhuận,234,7,3,14165219310
Chung cư,Củ Chi,246,5,2,6071679119
Chung cư,Quận 9,235,8,1,5414343183
Biệt thự,Tân Phú,136,7,3,4998343743
Biệt thự,Quận 6,235,3,2,7548302058
Nhà mặt tiền,Tân Phú,169,2,4,5042717644
Chung cư,Quận 1,56,4,2,1009221110
Biệt thự,Quận 4,188,4,2,5628915888
Nhà hẻm,Thủ Đức,216,5,4,8520958472
Biệt thự,Quận 9,203,6,3,8444635440
Chung cư,Gò Vấp,73,4,2,1340931979
Biệt thự,Quận 3,218,5,4,12199045178
Nhà mặt tiền,Quận 12,166,3,3,4843040222
Biệt thự,Quận 4,179,2,1,3227668864
Nhà mặt tiền,Quận 2,128,5,1,2267273481
Nhà mặt tiền,Tân Phú,200,2,1,3360011483
Chung cư,Quận 2,180,2,1,2695991949
Nhà hẻm,Quận 5,99,3,4,2992880699
Chung cư,Quận 2,88,2,4,1731262567
Chung cư,Quận 12,54,8,1,649305429
Nhà hẻm,Quận 9,104,6,1,1655196871
Chung cư,Củ Chi,224,5,3,6988776820
Biệt thự,Củ Chi,170,2,1,2190982427
Chung cư,Quận 10,132,2,2,2953356676
Nhà hẻm,Bình Chánh,193,2,4,4172567690
Nhà hẻm,Thủ Đức,126,4,1,2011421409
Chung cư,Quận 3,229,4,1,5638412561
Chung cư,Bình Tân,203,2,3,5430265087
Nhà mặt tiền,Bình Chánh,101,6,3,2243157240
Nhà hẻm,Quận 5,61,7,3,1569404158
Chung cư,Quận 4,104,6,2,2496704409
Biệt thự,Quận 9,242,8,3,11010056649
Biệt thự,Bình Tân,111,2,2,2224190758
Chung cư,Phú Nhuận,69,8,1,1225960565
Nhà mặt tiền,Quận 3,153,7,4,7856934438
Nhà mặt tiền,Bình Thạnh,141,6,4,6324435057
Nhà mặt tiền,Hóc Môn,129,7,1,1961147090
Chung cư,Quận 5,53,5,1,671202871
Chung cư,Hóc Môn,244,2,1,3086628750
Nhà hẻm,Bình Chánh,72,2,4,936104802
Nhà mặt tiền,Quận 12,208,2,4,6189046754
Chung cư,Quận 6,169,8,1,3956165444
Nhà hẻm,Quận 3,220,7,1,6267514219
Nhà hẻm,Bình Tân,91,2,4,1739292791
Chung cư,Tân Bình,175,4,3,5319648235
Nhà hẻm,Phú Nhuận,175,3,3,5551391156
Chung cư,Tân Bình,114,6,2,2715390425
Biệt thự,Hóc Môn,91,3,3,1765912442
Chung cư,Quận 9,207,4,3,7125686203
Nhà hẻm,Quận 4,76,3,4,1503677252
Nhà mặt tiền,Bình Tân,141,2,4,3840894150
Nhà mặt tiền,Bình Tân,205,8,4,9899919362
Nhà hẻm,Tân Bình,132,3,4,3555793331
Nhà hẻm,Quận 3,191,6,1,4971256645
Biệt thự,Quận 4,194,2,2,4939887970
Nhà hẻm,Bình Tân,234,8,4,9854226742
Chung cư,Gò Vấp,183,5,4,7125110952
Nhà mặt tiền,Quận 2,198,6,3,7545878395
Nhà mặt tiền,Bình Thạnh,127,6,2,4336002972
Biệt thự,Tân Bình,83,5,2,1824678130
Chung cư,Quận 5,201,4,3,9050874767
Nhà hẻm,Phú Nhuận,157,5,1,3223997490
Nhà hẻm,Bình Tân,59,4,2,869672087
Biệt thự,Tân Bình,153,8,4,7865505087
Chung cư,Quận 6,103,6,4,3342246516
Nhà hẻm,Quận 4,93,5,1,1298760966
Biệt thự,Quận 8,176,2,3,5022758128
Nhà mặt tiền,Quận 2,122,6,2,3267012348
Biệt thự,Quận 1,117,3,1,2391953550
Biệt thự,Phú Nhuận,146,2,2,3985082098
Nhà mặt tiền,Nhà Bè,214,2,3,4783939437
Nhà mặt tiền,Quận 8,204,4,1,4443070303
Chung cư,Quận 8,199,5,3,7457696700
Nhà hẻm,Củ Chi,179,5,1,2677527826
Chung cư,Bình Chánh,232,8,3,7128750263
Chung cư,Bình Tân,208,8,1,5341712197
Nhà hẻm,Nhà Bè,134,2,3,2194656235
Chung cư,Tân Phú,65,2,3,964926301
Nhà mặt tiền,Quận 2,135,8,4,4925847952
Biệt thự,Quận 10,216,3,4,10961343147
Nhà mặt tiền,Quận 1,130,8,3,5490383415
Biệt thự,Hóc Môn,191,2,2,3703589801
Nhà hẻm,Quận 9,213,6,1,4649389119
Chung cư,Quận 9,142,7,1,2559267447
Nhà hẻm,Thủ Đức,104,8,2,2455212319
Nhà hẻm,Quận 6,156,3,1,2345337327
Biệt thự,Tân Bình,170,2,3,4958354753
Biệt thự,Bình Chánh,103,7,4,3030287618
Nhà mặt tiền,Bình Chánh,145,4,3,3539758077
Chung cư,Tân Bình,121,2,2,2160498418
Nhà mặt tiền,Cần Giờ,55,4,3,750796506
Biệt thự,Hóc Môn,214,8,3,7196391750
Nhà mặt tiền,Cần Giờ,231,4,2,5321525702
Nhà hẻm,Quận 11,63,6,4,1722325175
Nhà hẻm,Quận 8,239,3,2,6189780011
Chung cư,Bình Thạnh,140,5,2,4419874638
Nhà mặt tiền,Bình Tân,94,3,4,2277687406
Nhà mặt tiền,Bình Thạnh,178,8,4,9892958495
Chung cư,Quận 6,232,6,4,9306689693
Biệt thự,Bình Chánh,145,8,4,5240360269
Nhà hẻm,Quận 9,218,2,2,4933231268
Biệt thự,Quận 8,153,2,3,4373617763
Nhà hẻm,Quận 2,234,6,1,5096164117
Nhà hẻm,Quận 6,175,5,4,6281575872
Nhà mặt tiền,Tân Bình,194,8,4,9637548227
Nhà mặt tiền,Quận 5,57,7,2,1341751930
Nhà hẻm,Quận 11,145,8,4,6465707814
Nhà hẻm,Cần Giờ,220,4,3,5541747170
Nhà mặt tiền,Củ Chi,197,7,1,3561102299
Biệt thự,Quận 6,133,8,3,5618195430
Nhà hẻm,Quận 4,222,4,2,6380997689
Chung cư,Tân Bình,81,7,2,1778702616
Biệt thự,Quận 8,121,3,4,3927635978
Nhà mặt tiền,Bình Chánh,101,6,2,1882064663
Biệt thự,Quận 11,55,3,1,721935908
Nhà hẻm,Quận 7,192,4,3,5426802387
Nhà hẻm,Củ Chi,201,6,3,5571083692
Nhà hẻm,Thủ Đức,116,2,2,1989071022
Chung cư,Quận 10,89,5,3,2641698629
Nhà mặt tiền,Bình Chánh,97,2,1,913455082
Nhà hẻm,Cần Giờ,168,4,1,2209295177
Nhà hẻm,Gò Vấp,116,7,2,3074301611
Biệt thự,Nhà Bè,231,7,3,8249221814
Nhà hẻm,Quận 10,171,5,4,7699910011
Nhà hẻm,Bình Thạnh,183,5,2,5945859557
Nhà mặt tiền,Thủ Đức,225,8,4,10987402908
