Loại nhà,Vị trí,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số phòng tắm,Trình trạng pháp lý,Nội thất,Giá,Address,Giá dự đoán
1,6,31.0,6.2,6.0,Tây - Bắc,Tây - Bắc,3,4,3,Have certificate,Full,6.8,"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",1.7727472527472532
3,8,78.0,5.0,6.0,Tây - Bắc,Tây - Bắc,2,2,3,Have certificate,Full,5.0,"Đường Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",5.587142857142859
2,23,61.0,4.2,6.0,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Full,6.1,"Đường Số 10, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",2.366483516483515
1,8,35.0,3.5,4.0,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,2.48,"Đường Hiệp Thành 26, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",0.8163736263736261
3,8,67.0,4.0,5.0,Bắc,Bắc,1,1,1,Have certificate,Basic,3.75,"Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",4.35
2,18,60.0,7.0,5.0,Đông,Đông,5,4,4,Have certificate,Full,9.1,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Hồ Chí Minh",3.283516483516481
3,8,66.0,4.0,6.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Basic,4.15,"Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",4.922307692307692
2,8,60.0,5.0,5.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,3.85,"Đường Thạnh Lộc 37, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",2.067307692307692
2,19,54.0,4.0,3.0,Tây - Nam,Tây - Nam,4,3,4,Have certificate,Full,6.35,"Đường Đỗ Thúc Tịnh, Phường 12, Quận Gò Vấp, Hồ Chí Minh",2.343516483516485
1,10,14.0,3.5,15.0,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,4.6,"Đường Nguyễn Phúc Nguyên, Phường 10, Quận 3, Hồ Chí Minh",0.7431868131868133
1,19,32.0,4.0,3.0,Nam,Nam,3,3,3,Have certificate,Full,5.75,"Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, Hồ Chí Minh",1.135274725274725
0,3,113.0,5.0,6.0,Đông - Bắc,Đông - Bắc,2,4,2,Have certificate,Full,5.9,"Đường Nguyễn Ảnh Thủ, Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh",4.683406593406596
3,23,99.8,5.0,7.0,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Full,7.8,"Đường Linh Đông, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.105714285714278
2,21,63.0,4.2,5.0,Đông - Nam,Đông - Nam,4,5,7,Have certificate,Full,8.2,"Đường Trần Thánh Tông, Phường 15, Quận Tân Bình, Hồ Chí Minh",3.4414285714285735
3,3,74.0,8.0,6.0,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,4.8,"Đường 8, Xã Tân Thới Nhì, Huyện Hóc Môn, Hồ Chí Minh",1.1926373626373614
0,0,189.0,9.0,14.0,Đông,Đông,2,3,2,Have certificate,Basic,10.0,"Dự án Vĩnh Lộc A, Đường Hương lộ  80, Xã Vĩnh Lộc A, Huyện Bình Chánh, Hồ Chí Minh",4.148351648351646
0,15,151.0,7.5,12.0,Đông - Nam,Đông - Nam,2,2,3,Have certificate,Basic,5.2,"Green River quận 8, 2225, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",12.767802197802192
3,20,85.4,4.9,5.0,Đông - Nam,Đông - Nam,3,6,7,Have certificate,Basic,9.4,"Đường Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, Hồ Chí Minh",9.888241758241762
1,19,36.0,6.0,5.0,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Full,5.85,"Đường Số 14, Phường 8, Quận Gò Vấp, Hồ Chí Minh",1.4176923076923083
2,4,52.0,5.0,7.0,Tây - Bắc,Tây - Bắc,4,4,3,Have certificate,Full,6.5,"Hẻm 2177, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",1.1017692307692302
2,17,40.0,4.0,5.0,Bắc,Bắc,2,2,2,Have certificate,Full,3.6,"6/27, Đường 14A, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",1.04978021978022
2,19,55.0,4.0,6.0,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Basic,6.3,"Đường Quang Trung, Phường 14, Quận Gò Vấp, Hồ Chí Minh",2.6680219780219794
2,8,50.1,4.02,20.0,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Basic,7.0,"Đường Song Hành, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",2.2831868131868127
2,8,51.0,5.2,6.0,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,Full,5.2,"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",1.9413736263736256
2,18,47.1,4.3,2.0,Tây,Đông,2,3,2,Have certificate,Basic,5.4,"Hẻm 602/97, Đường Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Hồ Chí Minh",1.4329670329670323
2,14,47.95,4.0,4.0,Nam,Nam,5,5,5,Have certificate,Full,7.7,"791, Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",2.067692307692307
2,8,60.0,4.0,3.0,Tây - Bắc,Tây - Bắc,1,1,1,Have certificate,Full,2.85,"Đường Thạnh Xuân 43, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",1.6620329670329677
2,8,57.0,5.0,7.0,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Basic,3.8,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",2.0156593406593406
2,8,56.0,4.0,3.0,Đông,Tây,2,2,2,Have certificate,Full,4.2,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",2.055879120879121
2,18,52.0,5.0,12.0,Đông - Nam,Đông - Nam,2,3,3,Have certificate,Full,7.9,"31/35/15, Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Hồ Chí Minh",1.5702197802197797
0,14,102.0,6.0,5.0,Đông - Bắc,Đông - Bắc,1,2,2,Have certificate,Basic,6.8,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",7.3260439560439545
3,8,64.0,4.0,4.0,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Full,3.86,"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",4.9326373626373625
2,8,48.0,3.0,3.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,3.3,"Đường Tân Thới Nhất 6, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",1.510219780219781
2,23,60.0,6.0,2.0,Nam,Nam,2,2,2,Have certificate,Basic,3.6,"Đường Số 10, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",1.554065934065934
1,13,32.0,3.2,12.0,Bắc,Bắc,2,2,2,Have certificate,Basic,8.6,"Đường Lê Quang Sung, Phường 2, Quận 6, Hồ Chí Minh",0.858241758241758
3,16,75.0,5.0,12.0,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Full,8.0,"Dự án River Park, Đường Liên Phường, Phường Phước Long B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",5.896153846153852
2,17,63.0,5.2,6.0,Đông,Đông,2,3,2,Have certificate,Full,2.9,"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh",1.6960439560439562
3,8,67.0,5.0,3.5,Tây,Tây,2,4,2,Have certificate,Basic,4.0,"Đường Trần Thị Cờ, Phường Thới An, Quận 12, Hồ Chí Minh",5.136813186813188
3,8,74.0,4.0,10.0,Bắc,Tây - Bắc,3,4,4,Have certificate,Full,6.05,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",7.763626373626371
0,0,100.0,5.0,12.0,Tây - Bắc,Tây - Bắc,4,4,5,Have certificate,Full,10.0,"Dự án 6B Intresco, Đường Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh",3.1929670329670325
2,4,60.0,5.0,5.0,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,6.4,"Đường Đào Tông Nguyên, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",1.1428131868131863
3,23,83.0,4.0,6.0,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,4.3,"Đường Ngô Chí Quốc, Phường Bình Chiểu, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",5.792527472527475
1,10,30.0,3.7,6.0,Tây - Nam,Tây - Nam,2,1,2,Have certificate,Full,5.6,"11A, Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",1.0517582417582423
3,17,74.0,8.0,8.0,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,Full,6.3,"Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",5.942307692307699
3,19,68.0,5.3,8.0,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Basic,7.6,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh",7.547692307692313
1,17,35.0,4.0,4.0,Đông,Đông,1,2,2,Have certificate,Full,2.0,"Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",0.7606593406593404
3,17,80.0,4.0,12.0,Bắc,Bắc,5,5,7,Have certificate,Full,8.7,"Số 1E, Đường Miếu Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",6.912087912087916
0,8,141.0,9.0,3.5,Đông - Bắc,Đông - Bắc,1,4,3,Have certificate,Basic,6.3,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",12.552417582417585
1,18,18.3,4.9,3.0,Nam,Nam,2,1,2,Have certificate,Basic,2.89,"Đường Tăng Bạt Hổ, Phường 11, Quận Bình Thạnh, Hồ Chí Minh",0.45274725274725286
3,16,82.7,5.0,12.0,Đông - Bắc,Đông - Bắc,3,4,5,Have certificate,Basic,8.6,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",6.05934065934066
3,0,75.0,5.0,8.0,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,2.25,"Đường 1, Xã Huyện Bình Chánh, Huyện Bình Chánh, Hồ Chí Minh",0.9107692307692309
1,5,28.0,4.6,2.0,Tây - Nam,Tây - Bắc,3,2,3,Have certificate,Basic,6.5,"Hẻm 124, Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",2.282967032967034
2,8,40.0,4.0,6.0,Đông - Nam,Đông - Nam,2,2,1,Have certificate,Full,2.45,"Đường Nguyễn Ảnh Thủ, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",0.8965934065934074
1,13,30.4,3.5,12.0,Nam,Nam,3,5,3,Have certificate,Full,6.2,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Hồ Chí Minh",0.9896703296703296
3,14,77.0,4.06,6.0,Đông,Đông,3,3,4,Have certificate,Full,10.0,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh.",7.128681318681321
3,16,75.0,5.0,20.0,Tây - Bắc,Tây - Bắc,2,4,4,Have certificate,Basic,8.3,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",4.179890109890106
3,14,90.0,5.0,6.0,Đông - Bắc,Tây - Nam,4,4,5,Have certificate,Full,8.29,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",7.063626373626374
0,22,124.5,9.0,30.0,Nam,Nam,2,4,3,Have certificate,Basic,7.5,"Dự án Carillon 7, Quận Tân Phú, Hồ Chí Minh",17.806923076923066
0,16,108.0,6.0,12.0,Bắc,Bắc,3,5,4,Have certificate,Full,9.6,"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",13.189340659340656
2,15,48.0,3.5,5.0,Đông - Bắc,Đông - Bắc,2,4,3,Have certificate,Full,4.8,"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",1.0729670329670329
3,4,83.6,5.0,6.0,Tây - Nam,Tây - Nam,4,4,5,Have certificate,Full,8.6,"2581, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",3.913406593406592
1,18,28.0,3.8,3.0,Tây - Nam,Tây - Nam,4,4,3,Have certificate,Full,4.25,"Đường Trần Bình Trọng, Phường 5, Quận Bình Thạnh, Hồ Chí Minh",0.9414285714285713
3,19,66.0,4.0,4.0,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,6.15,"Đường Quang Trung, Phường 12, Quận Gò Vấp, Hồ Chí Minh",3.927142857142856
3,9,71.0,45.0,6.0,Nam,Nam,5,4,4,Have certificate,Basic,6.3,"Đường Số 15, Phường Bình Trưng Đông, Quận 2 (TP. Thủ Đức), Hồ Chí Minh",8.511538461538457
1,17,36.0,5.0,5.0,Tây,Tây,3,3,3,Have certificate,Basic,2.35,"Đường Lê Đình Cẩn, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",1.0343956043956042
3,22,70.0,4.2,6.0,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,7.35,"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",6.623076923076924
3,4,80.0,7.0,7.0,Tây - Nam,Tây - Nam,4,4,5,Have certificate,Full,6.5,"Đường Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Hồ Chí Minh",3.4806593406593396
2,19,48.0,5.0,5.0,Tây,Tây,4,5,4,Have certificate,Basic,5.5,"405/, Đường Thống Nhất, Phường 11, Quận Gò Vấp, Hồ Chí Minh",2.647142857142859
1,17,35.0,4.0,4.0,Tây,Tây,2,2,2,Have certificate,Full,2.0,"Đường Nguyễn Văn Cự, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",0.879120879120879
1,19,36.0,8.3,5.0,Tây,Tây,3,3,3,Have certificate,Full,5.99,"Đường Lê Đức Thọ, Phường 6, Quận Gò Vấp, Hồ Chí Minh",1.3193406593406585
2,23,50.0,3.47,5.0,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Basic,3.16,"78C/16, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",1.9020879120879128
2,19,56.0,6.0,7.0,Tây,Bắc,4,4,5,Have certificate,Full,8.95,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",2.732307692307694
0,14,108.0,7.0,3.0,Đông - Bắc,Đông - Bắc,1,2,2,Have certificate,Full,5.5,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",8.698021978021975
2,14,50.0,4.1,5.0,Đông - Nam,Đông - Nam,5,4,5,Have certificate,Full,6.6,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",1.9545054945054943
2,8,40.0,4.0,7.0,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,3.68,"Đường Thới An 09, Phường Thới An, Quận 12, Hồ Chí Minh",0.8965934065934074
1,18,26.4,3.3,4.0,Đông,Đông,3,2,2,Have certificate,Full,4.3,"Hẻm 148, Nguyễn Lâm, Phường 3, Quận Bình Thạnh, Hồ Chí Minh",0.7436263736263735
3,23,91.3,6.0,6.0,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,9.0,"Đường 17, Phường Linh Chiểu, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",5.2140659340659345
2,4,52.8,3.5,3.5,Đông,Đông,2,3,3,Have certificate,Full,3.79,"1716, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",0.7966483516483513
3,14,75.5,3.6,5.0,Nam,Nam,5,5,7,Have certificate,Full,8.8,"Đường Huỳnh Tấn Phát, Phường Quận Tân Phú, Quận 7, Hồ Chí Minh",6.976593406593408
2,19,60.0,4.0,5.5,Đông,Đông,3,4,4,Have certificate,Basic,7.2,"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Hồ Chí Minh",2.478351648351649
2,22,42.9,3.3,5.0,Nam,Nam,2,2,2,Have certificate,Full,3.65,"Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",1.2296703296703293
3,15,95.0,10.0,10.0,Đông - Bắc,Đông - Bắc,3,4,5,Have certificate,Basic,8.25,"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",5.92197802197802
3,4,70.0,5.0,3.0,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Basic,4.45,"Hẻm 2506, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",2.576703296703295
2,15,60.75,3.7,20.0,Tây - Bắc,Tây - Bắc,2,2,1,Sale contract,Full,2.55,"Dream Home Palace, 1436, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh",1.3020879120879112
1,6,20.8,2.6,3.0,Nam,Nam,3,2,3,Have certificate,Full,3.3,"Hẻm 160/, Đường Nguyễn Chí Thanh, Phường 3, Quận 10, Hồ Chí Minh",1.261648351648352
0,22,102.0,4.2,12.0,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Basic,9.3,"Đường D10, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",16.083516483516487
2,19,58.0,4.0,6.0,Tây - Bắc,Tây - Bắc,4,4,6,Have certificate,Full,7.49,"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Hồ Chí Minh",2.7551648351648357
3,0,75.0,5.0,4.0,Bắc,Bắc,1,2,1,Sale contract,Basic,1.41,"Đường Ngô Miễn Thiệu, Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh",0.8758241758241762
2,18,49.0,3.3,3.0,Đông - Nam,Đông - Nam,2,2,3,Have certificate,Full,5.0,"Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Hồ Chí Minh",1.278461538461538
2,17,60.0,4.0,8.0,Tây,Tây,5,5,6,Have certificate,Full,6.1,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",2.34945054945055
2,22,54.0,3.8,4.0,Tây,Tây,2,2,2,Have certificate,Full,5.65,"76/10/24 Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",1.4575824175824166
1,19,23.0,3.74,4.0,Tây - Bắc,Tây - Bắc,2,2,1,Have certificate,Full,2.3,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh",0.7246153846153844
3,16,90.0,7.5,20.0,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Full,8.5,"Dự án Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",5.886373626373625
1,7,21.0,5.0,8.0,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Basic,3.8,"Đường Lê Đại Hành, Phường 11, Quận 11, Hồ Chí Minh",0.8386813186813192
3,17,80.0,51.0,3.0,Tây,Tây,2,3,2,Have certificate,Full,4.58,"Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",5.147142857142857
1,6,29.0,3.0,4.0,Đông - Nam,Đông - Nam,5,5,4,Have certificate,Full,6.2,"Đường Lý Thái Tổ, Phường 10, Quận 10, Hồ Chí Minh",2.48120879120879
3,13,64.4,3.5,5.0,Bắc,Bắc,2,3,2,Have certificate,Basic,8.6,"Đường Mai Xuân Thưởng, Phường 6, Quận 6, Hồ Chí Minh",3.5476923076923073
3,14,64.0,5.0,6.0,Tây - Bắc,Tây,3,4,5,Have certificate,Full,7.5,"44/41, Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",5.530109890109891
1,5,22.0,3.0,3.0,Đông - Bắc,Đông - Bắc,2,2,3,Have certificate,Basic,4.5,"Đường Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Hồ Chí Minh",1.8427472527472524
1,18,32.0,3.11,5.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Basic,3.8,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Hồ Chí Minh",0.9761538461538461
1,6,32.0,5.0,4.0,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,5.18,"Đường Lý Thái Tổ, Phường 10, Quận 10, Hồ Chí Minh",1.6739560439560448
2,17,60.0,4.0,8.0,Tây,Tây,5,5,6,Have certificate,Full,6.0,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",2.34945054945055
2,14,41.2,6.0,3.0,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Full,6.35,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",1.1198901098901097
2,8,53.4,6.0,7.0,Nam,Nam,4,4,4,Have certificate,Full,4.69,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",2.2012087912087908
2,4,50.0,4.0,6.0,Đông - Bắc,Đông - Bắc,3,4,5,Have certificate,Full,5.5,"Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",0.8829120879120876
1,22,37.0,4.1,2.0,Nam,Nam,2,2,2,Have certificate,Full,3.6,"Đường Phú Thọ Hòa, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",1.0291208791208792
3,7,83.2,4.4,6.0,Tây - Bắc,Tây - Bắc,5,9,9,Have certificate,Full,9.9,"Đường Lê Đại Hành, Phường 13, Quận 11, Hồ Chí Minh",11.251648351648347
3,19,78.2,4.6,4.0,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,5.65,"Đường Quang Trung, Phường 11, Quận Gò Vấp, Hồ Chí Minh",4.966043956043957
2,23,63.0,4.0,5.0,Đông - Bắc,Đông - Bắc,3,2,2,Have certificate,Full,6.2,"Đường 3, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",2.024505494505494
2,15,40.4,4.0,4.0,Đông - Nam,Đông - Nam,3,2,3,Have certificate,Full,6.2,"Đường  Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",1.016043956043956
2,3,48.0,4.0,10.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,3.95,"Đường Nguyễn Thị Ngâu, Xã Thới Tam Thôn, Huyện Hóc Môn, Hồ Chí Minh",0.29164835164835173
3,23,64.0,4.0,6.0,Tây - Nam,Tây - Nam,3,4,4,Have certificate,Full,7.6,"Đường 8, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",6.203956043956042
0,8,110.0,7.0,7.0,Nam,Nam,1,4,4,Have certificate,Full,5.45,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",12.343296703296703
2,8,47.6,4.0,7.0,Tây - Nam,Tây - Nam,3,4,4,Have certificate,Full,4.49,"2/, Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",1.8349120879120877
2,22,56.0,4.0,5.0,Tây,Tây,4,5,4,Have certificate,Full,6.5,"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",2.4135164835164846
1,22,16.0,4.0,2.2,Đông,Đông,2,2,2,Have certificate,Full,2.4,"Đường Độc Lập, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",0.3629670329670328
2,23,51.0,4.6,7.0,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Basic,6.7,"Đường Đinh Thị Thi, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",2.221978021978022
3,15,64.0,4.0,16.0,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Full,10.0,"783A, Đường Cao Lỗ, Phường 14, Quận 8, Hồ Chí Minh",5.432967032967037
0,16,100.0,20.0,12.0,Bắc,Bắc,3,4,5,Have certificate,Basic,6.5,"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",13.6978021978022
1,5,30.0,5.0,3.0,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Full,6.1,"Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",3.424395604395603
3,8,80.0,5.0,8.0,Đông - Nam,Đông - Nam,3,3,4,Have certificate,Full,8.8,"Đường Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",7.644615384615383
2,17,58.0,4.0,7.0,Nam,Nam,5,5,6,Have certificate,Full,6.8,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",2.2561538461538477
2,19,59.0,4.0,6.0,Tây,Tây,3,5,5,Have certificate,Basic,7.3,"148//, Đường Số 59, Phường 14, Quận Gò Vấp, Hồ Chí Minh",2.583076923076924
2,23,40.2,4.0,4.0,Tây - Bắc,Tây - Bắc,3,3,2,Have certificate,Full,4.5,"Đường Số 5, Phường Linh Trung, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",1.489010989010989
3,4,76.0,4.0,10.0,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,7.5,"Dự án Sài Gòn Mới, Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",3.552197802197801
3,9,83.0,5.0,3.0,Nam,Nam,2,5,5,Have certificate,Basic,6.9,"Thạnh Mỹ Lợi, Số 68, Đường Thạnh Mỹ Lợi, Phường  Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), Hồ Chí Minh",6.0602197802197795
2,18,50.0,4.0,5.0,Tây - Bắc,Tây - Bắc,4,5,6,Have certificate,Full,9.3,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Hồ Chí Minh",2.7394505494505514
2,3,52.0,4.0,5.0,Nam,Nam,2,2,2,Have certificate,Basic,1.68,"Đường Song Hành, Xã Tân Hiệp, Huyện Hóc Môn, Hồ Chí Minh",0.3332967032967033
1,10,29.0,4.6,4.0,Tây,Tây,1,2,2,Have certificate,Basic,3.5,"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",0.9527472527472531
3,19,75.0,4.0,6.0,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Full,6.5,"Đường Lê Văn Thọ, Phường 16, Quận Gò Vấp, Hồ Chí Minh",4.937252747252746
